site_name,location,date,time,count
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-24,12:00:00,2404
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-24,13:00:00,2695
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-24,14:00:00,2639
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-24,15:00:00,2781
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-24,16:00:00,2873
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-24,17:00:00,2793
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-24,18:00:00,2634
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-24,19:00:00,2547
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-24,20:00:00,2012
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-24,21:00:00,1597
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-24,22:00:00,1383
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-24,23:00:00,1258
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,00:00:00,832
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,01:00:00,555
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,02:00:00,414
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,03:00:00,530
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,04:00:00,805
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,05:00:00,914
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,06:00:00,1010
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,07:00:00,1416
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,08:00:00,2013
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,09:00:00,2355
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,10:00:00,2447
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,11:00:00,2550
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,12:00:00,2636
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,13:00:00,2545
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,14:00:00,2715
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,15:00:00,2283
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,16:00:00,2382
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,17:00:00,2432
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,18:00:00,2053
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,19:00:00,1956
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,20:00:00,1444
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,21:00:00,1673
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,22:00:00,1383
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-25,23:00:00,1000
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,00:00:00,762
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,01:00:00,559
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,02:00:00,474
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,03:00:00,430
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,04:00:00,685
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,05:00:00,705
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,06:00:00,795
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,07:00:00,1156
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,08:00:00,1354
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,09:00:00,1755
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,10:00:00,2072
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,11:00:00,2430
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,12:00:00,2466
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,13:00:00,2406
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,14:00:00,2418
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,15:00:00,2523
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,16:00:00,2492
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,17:00:00,2226
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,18:00:00,2263
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,19:00:00,2187
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,20:00:00,1837
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,21:00:00,1476
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,22:00:00,1294
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-26,23:00:00,1029
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,00:00:00,447
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,01:00:00,207
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,02:00:00,181
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,03:00:00,258
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,04:00:00,747
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,05:00:00,1446
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,06:00:00,2239
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,07:00:00,2179
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,08:00:00,1820
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,09:00:00,2117
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,10:00:00,2059
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,11:00:00,2179
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,12:00:00,2228
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,13:00:00,2300
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,14:00:00,2409
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,15:00:00,2671
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,16:00:00,2793
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,17:00:00,2709
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,18:00:00,2658
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,19:00:00,2342
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,20:00:00,1985
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,21:00:00,1548
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,22:00:00,1121
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-27,23:00:00,883
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,00:00:00,443
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,01:00:00,193
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,02:00:00,175
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,03:00:00,279
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,04:00:00,695
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,05:00:00,1239
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,06:00:00,2104
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,07:00:00,1987
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,08:00:00,1609
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,09:00:00,2011
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,10:00:00,2195
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,11:00:00,2191
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,12:00:00,2280
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,13:00:00,2232
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,14:00:00,2327
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,15:00:00,2572
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,16:00:00,2782
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,17:00:00,2726
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,18:00:00,2696
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,19:00:00,2400
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,20:00:00,2077
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,21:00:00,1742
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,22:00:00,1366
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-28,23:00:00,960
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,00:00:00,477
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,01:00:00,228
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,02:00:00,180
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,03:00:00,295
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,04:00:00,692
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,05:00:00,1134
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,06:00:00,2448
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,07:00:00,2387
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,08:00:00,1637
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,09:00:00,2164
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,10:00:00,2302
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,11:00:00,2259
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,12:00:00,2219
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,13:00:00,2381
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,14:00:00,2442
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,15:00:00,2633
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,16:00:00,2802
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,17:00:00,2578
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,18:00:00,2461
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,19:00:00,2550
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,20:00:00,1908
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,21:00:00,1686
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,22:00:00,1389
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-29,23:00:00,847
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,00:00:00,418
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,01:00:00,246
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,02:00:00,191
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,03:00:00,298
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,04:00:00,763
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,05:00:00,1222
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,06:00:00,2371
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,07:00:00,2406
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,08:00:00,2258
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,09:00:00,2317
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,10:00:00,2281
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,11:00:00,2204
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,12:00:00,2326
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,13:00:00,2561
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,14:00:00,2510
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,15:00:00,2649
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,16:00:00,2939
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,17:00:00,2761
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,18:00:00,2507
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,19:00:00,2613
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,20:00:00,2138
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,21:00:00,1759
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,22:00:00,1549
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-30,23:00:00,1290
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,00:00:00,738
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,01:00:00,366
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,02:00:00,291
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,03:00:00,341
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,04:00:00,875
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,05:00:00,1353
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,06:00:00,2455
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,07:00:00,2469
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,08:00:00,2313
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,09:00:00,2531
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,10:00:00,2470
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,11:00:00,2494
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,12:00:00,2549
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,13:00:00,2703
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,14:00:00,2839
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,15:00:00,2783
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,16:00:00,2511
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,17:00:00,2660
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,18:00:00,2644
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,19:00:00,2573
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,20:00:00,2044
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,21:00:00,1672
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,22:00:00,1590
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-01-31,23:00:00,1399
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,00:00:00,815
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,01:00:00,502
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,02:00:00,421
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,03:00:00,505
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,04:00:00,844
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,05:00:00,902
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,06:00:00,1070
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,07:00:00,1402
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,08:00:00,1899
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,09:00:00,2350
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,10:00:00,2337
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,11:00:00,2595
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,12:00:00,2591
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,13:00:00,2622
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,14:00:00,2556
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,15:00:00,2466
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,16:00:00,2470
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,17:00:00,2256
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,18:00:00,2067
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,19:00:00,2064
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,20:00:00,1619
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,21:00:00,1225
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,22:00:00,1179
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-01,23:00:00,1147
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,00:00:00,743
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,01:00:00,596
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,02:00:00,540
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,03:00:00,506
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,04:00:00,832
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,05:00:00,905
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,06:00:00,860
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,07:00:00,1160
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,08:00:00,1432
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,09:00:00,1807
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,10:00:00,2111
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,11:00:00,2552
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,12:00:00,2710
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,13:00:00,2804
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,14:00:00,2715
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,15:00:00,2774
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,16:00:00,2594
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,17:00:00,2566
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,18:00:00,2460
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,19:00:00,2203
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,20:00:00,1927
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,21:00:00,1499
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,22:00:00,1334
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-02,23:00:00,1033
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,00:00:00,508
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,01:00:00,191
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,02:00:00,150
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,03:00:00,277
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,04:00:00,838
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,05:00:00,1512
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,06:00:00,2502
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,07:00:00,2307
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,08:00:00,2073
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,09:00:00,2371
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,10:00:00,2427
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,11:00:00,2390
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,12:00:00,2259
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,13:00:00,2390
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,14:00:00,2497
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,15:00:00,2559
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,16:00:00,2841
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,17:00:00,2749
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,18:00:00,2562
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,19:00:00,2415
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,20:00:00,2004
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,21:00:00,1615
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,22:00:00,1168
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-03,23:00:00,799
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,00:00:00,527
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,01:00:00,239
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,02:00:00,164
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,03:00:00,286
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,04:00:00,672
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,05:00:00,1234
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,06:00:00,2466
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,07:00:00,2374
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,08:00:00,1965
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,09:00:00,2102
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,10:00:00,2280
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,11:00:00,2263
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,12:00:00,2193
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,13:00:00,2246
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,14:00:00,2411
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,15:00:00,2540
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,16:00:00,2772
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-02-04,17:00:00,2479
