site_name,location,date,time,count
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,08:00:00,1598
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,09:00:00,1128
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,10:00:00,1119
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,11:00:00,1228
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,12:00:00,1386
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,13:00:00,1393
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,14:00:00,1367
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,15:00:00,1495
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,16:00:00,1712
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,17:00:00,1767
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,18:00:00,1398
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,19:00:00,1062
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,20:00:00,764
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,21:00:00,415
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,22:00:00,339
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-26,23:00:00,269
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,00:00:00,196
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,01:00:00,83
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,02:00:00,93
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,03:00:00,121
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,04:00:00,201
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,05:00:00,427
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,06:00:00,1441
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,07:00:00,1721
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,08:00:00,1540
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,09:00:00,1139
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,10:00:00,1200
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,11:00:00,1297
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,12:00:00,1393
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,13:00:00,1569
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,14:00:00,1602
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,15:00:00,1704
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,16:00:00,1661
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,17:00:00,1594
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,18:00:00,1349
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,19:00:00,1028
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,20:00:00,755
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,21:00:00,732
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,22:00:00,742
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-27,23:00:00,448
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,00:00:00,200
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,01:00:00,94
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,02:00:00,71
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,03:00:00,75
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,04:00:00,127
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,05:00:00,230
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,06:00:00,488
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,07:00:00,658
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,08:00:00,516
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,09:00:00,552
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,10:00:00,595
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,11:00:00,639
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,12:00:00,681
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,13:00:00,712
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,14:00:00,652
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,15:00:00,558
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,16:00:00,517
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,17:00:00,508
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,18:00:00,548
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,19:00:00,529
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,20:00:00,381
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,21:00:00,226
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,22:00:00,156
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-28,23:00:00,122
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,00:00:00,85
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,01:00:00,nan
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,02:00:00,65
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,03:00:00,53
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,04:00:00,80
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,05:00:00,142
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,06:00:00,322
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,07:00:00,439
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,08:00:00,303
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,09:00:00,271
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,10:00:00,270
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,11:00:00,345
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,12:00:00,389
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,13:00:00,501
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,14:00:00,494
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,15:00:00,494
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,16:00:00,467
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,17:00:00,435
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,18:00:00,467
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,19:00:00,562
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,20:00:00,432
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,21:00:00,256
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,22:00:00,173
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-29,23:00:00,113
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,00:00:00,95
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,01:00:00,53
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,02:00:00,42
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,03:00:00,82
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,04:00:00,154
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,05:00:00,300
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,06:00:00,803
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,07:00:00,1148
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,08:00:00,1084
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,09:00:00,726
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,10:00:00,658
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,11:00:00,733
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,12:00:00,836
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,13:00:00,807
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,14:00:00,885
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,15:00:00,910
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,16:00:00,969
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,17:00:00,957
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,18:00:00,787
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,19:00:00,608
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,20:00:00,495
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,21:00:00,269
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,22:00:00,199
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-30,23:00:00,169
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,00:00:00,80
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,01:00:00,63
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,02:00:00,62
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,03:00:00,79
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,04:00:00,138
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,05:00:00,292
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,06:00:00,777
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,07:00:00,1007
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,08:00:00,923
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,09:00:00,657
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,10:00:00,660
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,11:00:00,690
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,12:00:00,687
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,13:00:00,720
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,14:00:00,764
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,15:00:00,818
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,16:00:00,949
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,17:00:00,870
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,18:00:00,752
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,19:00:00,580
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,20:00:00,465
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,21:00:00,288
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,22:00:00,178
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-03-31,23:00:00,159
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,00:00:00,90
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,01:00:00,50
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,02:00:00,70
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,03:00:00,90
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,04:00:00,151
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,05:00:00,293
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,06:00:00,728
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,07:00:00,1016
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,08:00:00,936
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,09:00:00,717
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,10:00:00,602
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,11:00:00,651
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,12:00:00,687
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,13:00:00,814
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,14:00:00,784
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,15:00:00,878
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,16:00:00,922
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,17:00:00,885
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,18:00:00,719
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,19:00:00,616
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,20:00:00,477
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,21:00:00,259
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,22:00:00,199
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-01,23:00:00,167
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,00:00:00,85
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,01:00:00,47
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,02:00:00,57
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,03:00:00,76
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,04:00:00,156
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,05:00:00,290
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,06:00:00,783
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,07:00:00,1020
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,08:00:00,938
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,09:00:00,713
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,10:00:00,669
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,11:00:00,713
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,12:00:00,741
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,13:00:00,777
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,14:00:00,869
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,15:00:00,844
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,16:00:00,1007
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,17:00:00,909
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,18:00:00,737
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,19:00:00,660
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,20:00:00,498
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,21:00:00,277
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,22:00:00,212
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-02,23:00:00,159
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,00:00:00,99
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,01:00:00,59
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,02:00:00,70
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,03:00:00,98
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,04:00:00,148
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,05:00:00,278
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,06:00:00,691
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,07:00:00,974
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,08:00:00,979
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,09:00:00,691
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,10:00:00,653
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,11:00:00,804
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,12:00:00,796
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,13:00:00,835
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,14:00:00,921
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,15:00:00,928
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,16:00:00,936
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,17:00:00,920
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,18:00:00,724
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,19:00:00,684
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,20:00:00,486
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,21:00:00,307
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,22:00:00,222
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-03,23:00:00,170
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,00:00:00,108
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,01:00:00,71
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,02:00:00,61
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,03:00:00,84
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,04:00:00,106
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,05:00:00,161
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,06:00:00,360
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,07:00:00,549
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,08:00:00,493
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,09:00:00,392
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,10:00:00,422
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,11:00:00,518
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,12:00:00,578
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,13:00:00,650
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,14:00:00,622
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,15:00:00,638
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,16:00:00,519
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,17:00:00,552
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,18:00:00,539
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,19:00:00,565
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,20:00:00,380
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,21:00:00,256
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,22:00:00,189
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-04,23:00:00,137
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,00:00:00,82
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,01:00:00,51
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,02:00:00,54
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,03:00:00,44
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,04:00:00,80
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,05:00:00,120
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,06:00:00,270
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,07:00:00,460
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,08:00:00,275
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,09:00:00,249
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,10:00:00,270
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,11:00:00,386
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,12:00:00,436
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,13:00:00,516
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,14:00:00,563
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,15:00:00,556
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,16:00:00,508
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,17:00:00,472
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,18:00:00,477
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,19:00:00,524
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,20:00:00,415
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,21:00:00,268
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,22:00:00,193
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-05,23:00:00,104
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,00:00:00,99
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,01:00:00,52
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,02:00:00,62
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,03:00:00,71
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,04:00:00,132
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,05:00:00,260
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,06:00:00,734
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,07:00:00,1057
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,08:00:00,1065
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,09:00:00,769
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,10:00:00,656
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,11:00:00,771
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,12:00:00,739
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,13:00:00,777
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,14:00:00,801
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,15:00:00,831
TMU N01 040.0 S,"N01 South of M50 Jn02 Santry, Whitehall",2020-04-06,16:00:00,1002
