date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,precipInches,humidity,visibilityKm,visibilityMiles,pressureMB,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,blank
2020-04-11,24,12,53,9,15,247,WSW,119,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,87,8,4,1022,31,52,10,50,8,47,8,47,14,23,8,"47
"
2020-04-12,24,10,51,12,20,31,NNE,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,3.0,0.1,83,6,3,1015,30,94,9,49,6,43,7,44,18,29,7,"44
"
2020-04-13,24,11,52,15,23,74,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,74,10,6,1028,31,28,8,46,3,38,4,40,21,34,4,"40
"
2020-04-14,24,11,53,4,7,220,SW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,76,10,6,1028,31,23,7,44,3,37,6,42,7,11,6,"42
"
2020-04-15,24,14,58,4,7,83,E,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,74,10,6,1022,31,8,9,48,5,40,8,47,7,12,8,"47
"
2020-04-16,24,13,56,10,17,59,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,83,10,6,1016,30,21,9,49,7,44,7,44,17,27,7,"44
"
2020-04-17,24,15,59,10,17,86,E,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,2.2,0.1,85,10,6,1014,30,60,11,51,8,47,9,48,17,27,9,"48
"
2020-04-18,24,13,56,11,17,89,E,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,1.5,0.1,89,7,4,1016,30,99,10,51,9,48,8,47,16,25,8,"47
"
2020-04-19,24,13,56,10,15,127,SE,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,2.7,0.1,88,9,5,1019,31,79,10,49,8,47,7,45,15,25,7,"45
"
2020-04-20,24,14,56,11,18,79,E,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.4,0.0,80,10,6,1020,31,54,9,49,6,43,7,45,17,28,7,"45
"
2020-04-21,24,14,57,12,20,75,ENE,119,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.2,0.0,79,9,5,1021,31,42,9,49,6,43,7,44,19,30,7,"44
"
2020-04-22,24,14,58,9,15,64,ENE,119,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.2,0.0,82,10,6,1023,31,42,10,50,7,44,8,46,15,24,8,"46
"
2020-04-23,24,15,60,4,7,110,ESE,119,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,81,10,6,1021,31,38,11,51,8,46,10,50,7,12,10,"50
"
2020-04-24,24,15,58,5,8,183,S,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.2,0.0,81,10,6,1016,30,40,11,52,8,46,10,51,8,13,10,"51
"
2020-04-25,24,16,60,6,9,149,SSE,356,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0010_heavy_rain_showers.png,Moderate or heavy rain shower,5.4,0.2,89,8,4,1013,30,62,12,54,10,50,11,52,10,16,11,"52
"
2020-04-26,24,10,50,9,14,20,NNE,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.4,0.0,85,10,6,1012,30,85,8,47,6,43,6,43,14,22,6,"43
"
2020-04-27,24,11,53,6,10,207,SSW,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.6,0.0,80,10,6,1010,30,39,8,47,5,41,6,43,10,16,6,"43
"
2020-04-28,24,12,53,4,7,177,S,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,1.9,0.1,78,9,5,1005,30,69,9,47,5,41,8,46,7,11,8,"46
"
2020-04-29,24,11,51,14,23,221,SW,302,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png,Moderate rain,4.5,0.2,77,9,5,993,30,81,8,47,4,40,5,42,20,32,5,"42
"
2020-04-30,24,11,53,9,14,290,WNW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,1.7,0.1,78,9,5,991,30,76,9,48,5,41,7,44,12,19,7,"44
"
2020-05-01,24,11,51,11,18,289,WNW,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,2.8,0.1,76,10,5,1001,30,73,9,47,5,40,6,43,16,26,6,"43
"
2020-05-02,24,12,54,5,8,149,SSE,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.1,0.0,75,10,6,1011,30,37,9,49,5,41,8,46,9,14,8,"46
"
2020-05-03,24,14,56,6,9,134,SE,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.2,0.0,77,10,6,1015,30,55,10,49,6,42,9,47,9,14,9,"47
"
2020-05-04,24,14,58,11,18,69,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,76,10,6,1019,31,7,10,49,5,42,7,45,17,28,7,"45
"
2020-05-05,24,15,58,16,26,101,ESE,119,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,76,10,6,1018,31,30,11,51,7,44,8,46,24,39,8,"46
"
2020-05-06,24,15,58,12,20,120,ESE,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,80,10,6,1021,31,64,12,53,8,47,9,49,19,31,9,"49
"
2020-05-07,24,15,59,10,16,206,SSW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,4.0,0.2,87,9,5,1017,31,73,12,54,10,50,11,51,15,24,11,"51
"
2020-05-08,24,16,61,5,9,212,SSW,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.6,0.0,82,10,6,1017,31,59,13,55,10,50,12,54,9,15,12,"54
"
2020-05-09,24,17,63,4,6,180,S,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,1.2,0.0,86,7,4,1014,30,48,13,56,11,51,13,55,7,11,13,"55
"
2020-05-10,24,13,55,15,25,52,NE,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.3,0.0,81,10,6,1016,30,67,10,50,7,44,7,44,22,35,7,"44
"
2020-05-11,24,11,52,12,19,56,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,63,10,6,1028,31,10,7,44,0,32,3,38,17,28,3,"38
"
2020-05-12,24,10,50,6,10,152,SSE,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.2,0.0,75,10,6,1025,31,36,7,44,3,37,5,41,10,16,5,"41
"
2020-05-13,24,11,52,9,15,65,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,74,10,6,1022,31,19,8,46,3,38,5,41,14,22,5,"41
"
2020-05-14,24,12,53,5,8,253,WSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,71,10,6,1026,31,14,7,45,2,36,6,42,8,13,6,"42
"
2020-05-15,24,12,53,6,9,136,SE,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,74,10,6,1028,31,77,8,47,4,39,7,44,9,14,7,"44
"
2020-05-16,24,12,53,12,20,228,SW,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,0.0,79,10,6,1024,31,62,10,49,6,43,7,45,18,29,7,"45
"
2020-05-17,24,13,55,17,28,212,SSW,266,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light drizzle,0.4,0.0,82,9,5,1019,31,93,11,52,8,47,8,47,26,41,8,"47
"
2020-05-18,24,14,57,15,24,225,SW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,1.5,0.1,91,7,4,1019,31,84,13,55,11,52,10,51,23,37,10,"51
"
2020-05-19,24,15,60,13,21,236,SW,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,1.1,0.0,88,8,4,1020,31,71,14,56,11,53,12,54,20,33,12,"54
"
2020-05-20,24,17,63,13,22,186,S,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,80,10,6,1017,30,56,14,56,10,50,12,54,22,35,12,"54
"
2020-05-21,24,16,62,13,20,164,SSE,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,2.5,0.1,81,10,6,1014,30,59,12,54,9,48,11,51,20,31,11,"51
"
2020-05-22,24,13,55,32,52,231,SW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,7.6,0.3,75,10,5,1001,30,82,12,53,7,45,8,46,47,76,8,"46
"
2020-05-23,24,12,53,26,42,260,W,266,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light drizzle,3.1,0.1,77,9,5,1016,30,87,11,52,7,45,7,45,39,62,7,"45
"
2020-05-24,24,13,56,16,26,233,SW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,82,10,6,1028,31,30,12,53,9,48,9,49,23,37,9,"49
"
2020-05-25,24,15,59,10,17,198,SSW,296,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light rain,1.8,0.1,86,9,5,1030,31,54,11,53,9,48,10,49,17,28,10,"49
"
2020-05-26,24,14,57,6,9,252,WSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.1,0.0,78,8,4,1036,31,21,12,54,8,47,12,53,9,15,12,"53
"
2020-05-27,24,19,65,3,5,191,SSW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.4,0.0,82,10,6,1036,31,53,14,57,11,51,13,56,6,9,13,"56
"
2020-05-28,24,21,70,9,14,144,SE,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.1,0.0,83,9,5,1030,31,45,16,62,13,56,16,61,15,24,16,"61
"
2020-05-29,24,20,67,12,19,154,SSE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,80,10,6,1022,31,12,15,60,12,53,15,59,20,32,15,"59
"
2020-05-30,24,20,67,10,15,134,SE,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,76,10,6,1020,31,31,15,59,11,51,15,58,17,27,15,"58
"
2020-05-31,24,20,68,8,13,116,ESE,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.4,0.0,76,10,6,1021,31,48,16,60,11,53,15,60,14,23,15,"60
"
2020-06-01,24,21,70,4,6,116,ESE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.1,0.0,74,10,6,1025,31,23,18,64,11,53,17,62,7,11,17,"62
"
2020-06-02,24,18,65,7,12,266,W,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,75,10,6,1023,31,23,15,60,11,51,15,59,12,19,15,"59
"
2020-06-03,24,16,60,17,27,4,N,119,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.1,0.0,77,10,6,1017,31,56,13,55,9,48,11,52,22,36,11,"52
"
2020-06-04,24,15,58,12,20,298,WNW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.4,0.0,81,10,6,1010,30,95,12,54,9,48,10,50,18,29,10,"50
"
2020-06-05,24,13,56,14,23,333,NNW,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,1.0,0.0,70,10,6,1005,30,75,11,51,6,42,8,47,20,33,8,"47
"
2020-06-06,24,12,54,18,29,327,NNW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,2.5,0.1,78,10,6,1007,30,92,10,50,7,44,7,44,27,43,7,"44
"
2020-06-07,24,13,56,12,19,352,N,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.3,0.0,77,10,6,1014,30,85,11,53,8,46,9,49,17,27,9,"49
"
2020-06-08,24,14,56,8,13,205,SSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,75,10,6,1021,31,16,10,51,6,43,9,48,12,19,9,"48
"
2020-06-09,24,14,56,8,13,245,WSW,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,81,10,6,1020,31,73,10,51,7,45,9,48,11,18,9,"48
"
2020-06-10,24,13,56,9,15,317,NW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,1.6,0.1,82,10,6,1015,30,69,11,52,8,47,9,49,14,22,9,"49
"
2020-06-11,24,16,60,16,26,54,NE,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,1.4,0.1,80,9,5,1018,31,80,12,54,9,49,10,50,24,39,10,"50
"
2020-06-12,24,15,59,14,22,44,NE,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.1,0.0,81,10,6,1013,30,89,13,56,10,50,11,52,21,34,11,"52
"
2020-06-13,24,17,62,10,16,37,NE,356,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0010_heavy_rain_showers.png,Moderate or heavy rain shower,6.8,0.3,88,9,5,1009,30,92,14,56,12,54,12,54,15,25,12,"54
"
