,date,time,tempC
1026,2020-02-12,1800,5
1027,2020-02-12,1900,3
1028,2020-02-12,2000,2
1029,2020-02-12,2100,1
1030,2020-02-12,2200,2
1031,2020-02-12,2300,4
1032,2020-02-13,0,6
1033,2020-02-13,100,6
1034,2020-02-13,200,6
1035,2020-02-13,300,6
1036,2020-02-13,400,6
1037,2020-02-13,500,5
1038,2020-02-13,600,5
1039,2020-02-13,700,4
1040,2020-02-13,800,4
1041,2020-02-13,900,4
1042,2020-02-13,1000,5
1043,2020-02-13,1100,6
1044,2020-02-13,1200,7
1045,2020-02-13,1300,7
1046,2020-02-13,1400,7
1047,2020-02-13,1500,7
1048,2020-02-13,1600,6
1049,2020-02-13,1700,6
1050,2020-02-13,1800,6
1051,2020-02-13,1900,5
1052,2020-02-13,2000,5
1053,2020-02-13,2100,4
1054,2020-02-13,2200,4
1055,2020-02-13,2300,4
1056,2020-02-14,0,4
1057,2020-02-14,100,4
1058,2020-02-14,200,4
1059,2020-02-14,300,5
1060,2020-02-14,400,5
1061,2020-02-14,500,6
1062,2020-02-14,600,7
1063,2020-02-14,700,8
1064,2020-02-14,800,9
1065,2020-02-14,900,10
1066,2020-02-14,1000,9
1067,2020-02-14,1100,9
1068,2020-02-14,1200,9
1069,2020-02-14,1300,9
1070,2020-02-14,1400,9
1071,2020-02-14,1500,9
1072,2020-02-14,1600,9
1073,2020-02-14,1700,8
1074,2020-02-14,1800,7
1075,2020-02-14,1900,6
1076,2020-02-14,2000,6
1077,2020-02-14,2100,6
1078,2020-02-14,2200,6
1079,2020-02-14,2300,6
1080,2020-02-15,0,6
1081,2020-02-15,100,6
1082,2020-02-15,200,6
1083,2020-02-15,300,7
1084,2020-02-15,400,7
1085,2020-02-15,500,7
1086,2020-02-15,600,8
1087,2020-02-15,700,8
1088,2020-02-15,800,9
1089,2020-02-15,900,10
1090,2020-02-15,1000,10
1091,2020-02-15,1100,10
1092,2020-02-15,1200,10
1093,2020-02-15,1300,10
1094,2020-02-15,1400,11
1095,2020-02-15,1500,11
1096,2020-02-15,1600,10
1097,2020-02-15,1700,9
1098,2020-02-15,1800,8
1099,2020-02-15,1900,8
1100,2020-02-15,2000,8
1101,2020-02-15,2100,7
1102,2020-02-15,2200,7
1103,2020-02-15,2300,8
1104,2020-02-16,0,8
1105,2020-02-16,100,8
1106,2020-02-16,200,8
1107,2020-02-16,300,8
1108,2020-02-16,400,7
1109,2020-02-16,500,7
1110,2020-02-16,600,6
1111,2020-02-16,700,6
1112,2020-02-16,800,6
1113,2020-02-16,900,6
1114,2020-02-16,1000,6
1115,2020-02-16,1100,6
1116,2020-02-16,1200,7
1117,2020-02-16,1300,7
1118,2020-02-16,1400,7
1119,2020-02-16,1500,7
1120,2020-02-16,1600,6
1121,2020-02-16,1700,5
1122,2020-02-16,1800,5
1123,2020-02-16,1900,5
1124,2020-02-16,2000,5
1125,2020-02-16,2100,5
1126,2020-02-16,2200,5
1127,2020-02-16,2300,5
1128,2020-02-17,0,5
1129,2020-02-17,100,5
1130,2020-02-17,200,5
1131,2020-02-17,300,6
1132,2020-02-17,400,6
1133,2020-02-17,500,6
1134,2020-02-17,600,6
1135,2020-02-17,700,6
1136,2020-02-17,800,6
1137,2020-02-17,900,6
1138,2020-02-17,1000,6
1139,2020-02-17,1100,6
1140,2020-02-17,1200,7
1141,2020-02-17,1300,6
1142,2020-02-17,1400,6
1143,2020-02-17,1500,6
1144,2020-02-17,1600,5
1145,2020-02-17,1700,5
1146,2020-02-17,1800,4
1147,2020-02-17,1900,4
1148,2020-02-17,2000,4
1149,2020-02-17,2100,4
1150,2020-02-17,2200,4
1151,2020-02-17,2300,4
1152,2020-02-18,0,4
1153,2020-02-18,100,4
1154,2020-02-18,200,4
1155,2020-02-18,300,5
1156,2020-02-18,400,5
1157,2020-02-18,500,5
1158,2020-02-18,600,5
1159,2020-02-18,700,6
1160,2020-02-18,800,6
1161,2020-02-18,900,6
1162,2020-02-18,1000,6
1163,2020-02-18,1100,6
1164,2020-02-18,1200,6
1165,2020-02-18,1300,6
1166,2020-02-18,1400,7
1167,2020-02-18,1500,7
1168,2020-02-18,1600,6
1169,2020-02-18,1700,5
1170,2020-02-18,1800,4
1171,2020-02-18,1900,4
1172,2020-02-18,2000,4
1173,2020-02-18,2100,3
1174,2020-02-18,2200,3
1175,2020-02-18,2300,3
1176,2020-02-19,0,3
1177,2020-02-19,100,3
1178,2020-02-19,200,4
1179,2020-02-19,300,4
1180,2020-02-19,400,4
1181,2020-02-19,500,4
1182,2020-02-19,600,4
1183,2020-02-19,700,5
1184,2020-02-19,800,5
1185,2020-02-19,900,6
1186,2020-02-19,1000,6
1187,2020-02-19,1100,7
1188,2020-02-19,1200,8
1189,2020-02-19,1300,8
1190,2020-02-19,1400,9
1191,2020-02-19,1500,10
1192,2020-02-19,1600,8
1193,2020-02-19,1700,7
1194,2020-02-19,1800,6
1195,2020-02-19,1900,4
1196,2020-02-19,2000,3
1197,2020-02-19,2100,2
1198,2020-02-19,2200,4
1199,2020-02-19,2300,7
1200,2020-02-20,0,10
1201,2020-02-20,100,10
1202,2020-02-20,200,10
1203,2020-02-20,300,10
1204,2020-02-20,400,9
1205,2020-02-20,500,8
1206,2020-02-20,600,7
1207,2020-02-20,700,6
1208,2020-02-20,800,5
1209,2020-02-20,900,5
1210,2020-02-20,1000,5
1211,2020-02-20,1100,5
1212,2020-02-20,1200,5
1213,2020-02-20,1300,5
1214,2020-02-20,1400,5
1215,2020-02-20,1500,6
1216,2020-02-20,1600,5
1217,2020-02-20,1700,5
1218,2020-02-20,1800,4
1219,2020-02-20,1900,4
1220,2020-02-20,2000,4
1221,2020-02-20,2100,4
1222,2020-02-20,2200,4
1223,2020-02-20,2300,4
1224,2020-02-21,0,4
1225,2020-02-21,100,5
1226,2020-02-21,200,6
1227,2020-02-21,300,6
1228,2020-02-21,400,7
1229,2020-02-21,500,7
1230,2020-02-21,600,8
1231,2020-02-21,700,8
1232,2020-02-21,800,8
1233,2020-02-21,900,9
1234,2020-02-21,1000,9
1235,2020-02-21,1100,9
1236,2020-02-21,1200,10
1237,2020-02-21,1300,10
1238,2020-02-21,1400,10
1239,2020-02-21,1500,10
1240,2020-02-21,1600,9
1241,2020-02-21,1700,8
1242,2020-02-21,1800,7
1243,2020-02-21,1900,6
1244,2020-02-21,2000,5
1245,2020-02-21,2100,4
1246,2020-02-21,2200,6
1247,2020-02-21,2300,9
1248,2020-02-22,0,11
1249,2020-02-22,100,10
1250,2020-02-22,200,10
1251,2020-02-22,300,9
1252,2020-02-22,400,8
1253,2020-02-22,500,7
1254,2020-02-22,600,5
1255,2020-02-22,700,5
1256,2020-02-22,800,6
1257,2020-02-22,900,6
1258,2020-02-22,1000,6
1259,2020-02-22,1100,6
1260,2020-02-22,1200,7
1261,2020-02-22,1300,7
1262,2020-02-22,1400,7
1263,2020-02-22,1500,7
1264,2020-02-22,1600,7
1265,2020-02-22,1700,6
1266,2020-02-22,1800,6
1267,2020-02-22,1900,5
1268,2020-02-22,2000,3
1269,2020-02-22,2100,2
1270,2020-02-22,2200,3
1271,2020-02-22,2300,5
1272,2020-02-23,0,6
1273,2020-02-23,100,6
1274,2020-02-23,200,7
1275,2020-02-23,300,7
1276,2020-02-23,400,7
1277,2020-02-23,500,7
1278,2020-02-23,600,8
1279,2020-02-23,700,7
1280,2020-02-23,800,7
1281,2020-02-23,900,6
1282,2020-02-23,1000,6
1283,2020-02-23,1100,6
1284,2020-02-23,1200,5
1285,2020-02-23,1300,6
1286,2020-02-23,1400,6
1287,2020-02-23,1500,7
1288,2020-02-23,1600,6
1289,2020-02-23,1700,6
1290,2020-02-23,1800,6
1291,2020-02-23,1900,5
1292,2020-02-23,2000,5
1293,2020-02-23,2100,5
1294,2020-02-23,2200,5
1295,2020-02-23,2300,4
1296,2020-02-24,0,4
1297,2020-02-24,100,5
1298,2020-02-24,200,6
1299,2020-02-24,300,8
1300,2020-02-24,400,9
1301,2020-02-24,500,10
1302,2020-02-24,600,11
1303,2020-02-24,700,11
1304,2020-02-24,800,11
1305,2020-02-24,900,11
1306,2020-02-24,1000,10
1307,2020-02-24,1100,9
1308,2020-02-24,1200,8
1309,2020-02-24,1300,8
1310,2020-02-24,1400,8
1311,2020-02-24,1500,7
1312,2020-02-24,1600,7
1313,2020-02-24,1700,6
1314,2020-02-24,1800,6
1315,2020-02-24,1900,6
1316,2020-02-24,2000,5
1317,2020-02-24,2100,5
1318,2020-02-24,2200,5
1319,2020-02-24,2300,5
1320,2020-02-25,0,4
1321,2020-02-25,100,4
1322,2020-02-25,200,4
1323,2020-02-25,300,3
1324,2020-02-25,400,3
1325,2020-02-25,500,3
1326,2020-02-25,600,3
1327,2020-02-25,700,3
1328,2020-02-25,800,4
1329,2020-02-25,900,4
1330,2020-02-25,1000,4
1331,2020-02-25,1100,5
1332,2020-02-25,1200,5
1333,2020-02-25,1300,5
1334,2020-02-25,1400,5
1335,2020-02-25,1500,5
1336,2020-02-25,1600,4
1337,2020-02-25,1700,3
1338,2020-02-25,1800,3
1339,2020-02-25,1900,2
1340,2020-02-25,2000,2
1341,2020-02-25,2100,2
1342,2020-02-25,2200,2
1343,2020-02-25,2300,3
1344,2020-02-26,0,3
1345,2020-02-26,100,3
1346,2020-02-26,200,3
1347,2020-02-26,300,3
1348,2020-02-26,400,3
1349,2020-02-26,500,3
1350,2020-02-26,600,3
1351,2020-02-26,700,3
1352,2020-02-26,800,3
1353,2020-02-26,900,3
1354,2020-02-26,1000,4
1355,2020-02-26,1100,4
1356,2020-02-26,1200,5
1357,2020-02-26,1300,5
1358,2020-02-26,1400,5
1359,2020-02-26,1500,5
1360,2020-02-26,1600,5
1361,2020-02-26,1700,4
1362,2020-02-26,1800,4
1363,2020-02-26,1900,4
1364,2020-02-26,2000,3
1365,2020-02-26,2100,3
1366,2020-02-26,2200,3
1367,2020-02-26,2300,3
1368,2020-02-27,0,3
1369,2020-02-27,100,3
1370,2020-02-27,200,3
1371,2020-02-27,300,3
1372,2020-02-27,400,3
1373,2020-02-27,500,3
1374,2020-02-27,600,3
1375,2020-02-27,700,3
1376,2020-02-27,800,3
1377,2020-02-27,900,3
1378,2020-02-27,1000,4
1379,2020-02-27,1100,5
1380,2020-02-27,1200,6
1381,2020-02-27,1300,6
1382,2020-02-27,1400,7
1383,2020-02-27,1500,7
1384,2020-02-27,1600,6
1385,2020-02-27,1700,5
1386,2020-02-27,1800,5
1387,2020-02-27,1900,4
1388,2020-02-27,2000,4
1389,2020-02-27,2100,4
1390,2020-02-27,2200,4
1391,2020-02-27,2300,4
1392,2020-02-28,0,4
1393,2020-02-28,100,4
1394,2020-02-28,200,5
1395,2020-02-28,300,5
1396,2020-02-28,400,5
1397,2020-02-28,500,5
1398,2020-02-28,600,6
1399,2020-02-28,700,6
1400,2020-02-28,800,7
1401,2020-02-28,900,8
1402,2020-02-28,1000,9
1403,2020-02-28,1100,10
1404,2020-02-28,1200,12
1405,2020-02-28,1300,12
1406,2020-02-28,1400,12
1407,2020-02-28,1500,12
1408,2020-02-28,1600,11
1409,2020-02-28,1700,10
1410,2020-02-28,1800,10
1411,2020-02-28,1900,10
1412,2020-02-28,2000,9
1413,2020-02-28,2100,9
1414,2020-02-28,2200,9
1415,2020-02-28,2300,9
1416,2020-02-29,0,9
1417,2020-02-29,100,8
1418,2020-02-29,200,7
1419,2020-02-29,300,6
1420,2020-02-29,400,5
1421,2020-02-29,500,4
1422,2020-02-29,600,4
1423,2020-02-29,700,3
1424,2020-02-29,800,3
1425,2020-02-29,900,3
1426,2020-02-29,1000,4
1427,2020-02-29,1100,4
1428,2020-02-29,1200,5
1429,2020-02-29,1300,5
1430,2020-02-29,1400,5
1431,2020-02-29,1500,4
1432,2020-02-29,1600,3
1433,2020-02-29,1700,2
1434,2020-02-29,1800,0
1435,2020-02-29,1900,0
1436,2020-02-29,2000,-1
1437,2020-02-29,2100,-2
1438,2020-02-29,2200,0
1439,2020-02-29,2300,2
1440,2020-03-01,0,4
1441,2020-03-01,100,4
1442,2020-03-01,200,4
1443,2020-03-01,300,5
1444,2020-03-01,400,4
1445,2020-03-01,500,4
1446,2020-03-01,600,4
1447,2020-03-01,700,4
1448,2020-03-01,800,4
1449,2020-03-01,900,4
1450,2020-03-01,1000,5
1451,2020-03-01,1100,5
1452,2020-03-01,1200,6
1453,2020-03-01,1300,6
1454,2020-03-01,1400,6
1455,2020-03-01,1500,6
1456,2020-03-01,1600,6
1457,2020-03-01,1700,5
1458,2020-03-01,1800,4
1459,2020-03-01,1900,4
1460,2020-03-01,2000,3
1461,2020-03-01,2100,3
1462,2020-03-01,2200,3
1463,2020-03-01,2300,2
1464,2020-03-02,0,2
1465,2020-03-02,100,2
1466,2020-03-02,200,2
1467,2020-03-02,300,2
1468,2020-03-02,400,2
1469,2020-03-02,500,2
1470,2020-03-02,600,2
1471,2020-03-02,700,2
1472,2020-03-02,800,3
1473,2020-03-02,900,4
1474,2020-03-02,1000,4
1475,2020-03-02,1100,5
1476,2020-03-02,1200,6
1477,2020-03-02,1300,6
1478,2020-03-02,1400,6
1479,2020-03-02,1500,6
1480,2020-03-02,1600,6
1481,2020-03-02,1700,5
1482,2020-03-02,1800,5
1483,2020-03-02,1900,4
1484,2020-03-02,2000,4
1485,2020-03-02,2100,3
1486,2020-03-02,2200,3
1487,2020-03-02,2300,4
1488,2020-03-03,0,4
1489,2020-03-03,100,4
1490,2020-03-03,200,4
1491,2020-03-03,300,4
1492,2020-03-03,400,4
1493,2020-03-03,500,4
1494,2020-03-03,600,4
1495,2020-03-03,700,4
1496,2020-03-03,800,4
1497,2020-03-03,900,5
1498,2020-03-03,1000,5
1499,2020-03-03,1100,6
1500,2020-03-03,1200,7
1501,2020-03-03,1300,7
1502,2020-03-03,1400,7
1503,2020-03-03,1500,8
1504,2020-03-03,1600,7
1505,2020-03-03,1700,6
1506,2020-03-03,1800,5
1507,2020-03-03,1900,5
1508,2020-03-03,2000,4
1509,2020-03-03,2100,3
1510,2020-03-03,2200,3
1511,2020-03-03,2300,3
1512,2020-03-04,0,3
1513,2020-03-04,100,3
1514,2020-03-04,200,3
1515,2020-03-04,300,4
1516,2020-03-04,400,3
1517,2020-03-04,500,3
1518,2020-03-04,600,3
1519,2020-03-04,700,4
1520,2020-03-04,800,4
1521,2020-03-04,900,5
1522,2020-03-04,1000,5
1523,2020-03-04,1100,5
1524,2020-03-04,1200,5
1525,2020-03-04,1300,5
1526,2020-03-04,1400,5
1527,2020-03-04,1500,5
1528,2020-03-04,1600,5
1529,2020-03-04,1700,5
1530,2020-03-04,1800,4
1531,2020-03-04,1900,4
1532,2020-03-04,2000,4
1533,2020-03-04,2100,4
1534,2020-03-04,2200,3
1535,2020-03-04,2300,3
1536,2020-03-05,0,3
1537,2020-03-05,100,3
1538,2020-03-05,200,3
1539,2020-03-05,300,3
1540,2020-03-05,400,3
1541,2020-03-05,500,3
1542,2020-03-05,600,3
1543,2020-03-05,700,3
1544,2020-03-05,800,4
1545,2020-03-05,900,5
1546,2020-03-05,1000,5
1547,2020-03-05,1100,6
1548,2020-03-05,1200,7
1549,2020-03-05,1300,7
1550,2020-03-05,1400,7
1551,2020-03-05,1500,7
1552,2020-03-05,1600,6
1553,2020-03-05,1700,6
1554,2020-03-05,1800,5
1555,2020-03-05,1900,5
1556,2020-03-05,2000,4
1557,2020-03-05,2100,4
1558,2020-03-05,2200,4
1559,2020-03-05,2300,3
1560,2020-03-06,0,3
1561,2020-03-06,100,3
1562,2020-03-06,200,3
1563,2020-03-06,300,3
1564,2020-03-06,400,3
1565,2020-03-06,500,3
1566,2020-03-06,600,2
1567,2020-03-06,700,3
1568,2020-03-06,800,3
1569,2020-03-06,900,4
1570,2020-03-06,1000,5
1571,2020-03-06,1100,5
1572,2020-03-06,1200,6
1573,2020-03-06,1300,6
1574,2020-03-06,1400,7
1575,2020-03-06,1500,7
1576,2020-03-06,1600,7
1577,2020-03-06,1700,6
1578,2020-03-06,1800,6
1579,2020-03-06,1900,5
1580,2020-03-06,2000,4
1581,2020-03-06,2100,4
1582,2020-03-06,2200,4
1583,2020-03-06,2300,4
1584,2020-03-07,0,4
1585,2020-03-07,100,5
1586,2020-03-07,200,6
1587,2020-03-07,300,7
1588,2020-03-07,400,8
1589,2020-03-07,500,8
1590,2020-03-07,600,8
1591,2020-03-07,700,9
1592,2020-03-07,800,9
1593,2020-03-07,900,10
1594,2020-03-07,1000,10
1595,2020-03-07,1100,11
1596,2020-03-07,1200,11
1597,2020-03-07,1300,11
1598,2020-03-07,1400,10
1599,2020-03-07,1500,10
1600,2020-03-07,1600,9
1601,2020-03-07,1700,8
1602,2020-03-07,1800,7
1603,2020-03-07,1900,6
1604,2020-03-07,2000,4
1605,2020-03-07,2100,3
1606,2020-03-07,2200,5
1607,2020-03-07,2300,7
1608,2020-03-08,0,9
1609,2020-03-08,100,8
1610,2020-03-08,200,8
1611,2020-03-08,300,7
1612,2020-03-08,400,7
1613,2020-03-08,500,7
1614,2020-03-08,600,6
1615,2020-03-08,700,7
1616,2020-03-08,800,7
1617,2020-03-08,900,7
1618,2020-03-08,1000,8
1619,2020-03-08,1100,8
1620,2020-03-08,1200,9
1621,2020-03-08,1300,9
1622,2020-03-08,1400,9
1623,2020-03-08,1500,9
1624,2020-03-08,1600,8
1625,2020-03-08,1700,7
1626,2020-03-08,1800,6
1627,2020-03-08,1900,6
1628,2020-03-08,2000,6
1629,2020-03-08,2100,6
1630,2020-03-08,2200,6
1631,2020-03-08,2300,6
1632,2020-03-09,0,6
1633,2020-03-09,100,6
1634,2020-03-09,200,6
1635,2020-03-09,300,6
1636,2020-03-09,400,6
1637,2020-03-09,500,6
1638,2020-03-09,600,5
1639,2020-03-09,700,6
1640,2020-03-09,800,6
1641,2020-03-09,900,6
1642,2020-03-09,1000,6
1643,2020-03-09,1100,6
1644,2020-03-09,1200,6
1645,2020-03-09,1300,7
1646,2020-03-09,1400,8
1647,2020-03-09,1500,9
1648,2020-03-09,1600,7
1649,2020-03-09,1700,6
1650,2020-03-09,1800,5
1651,2020-03-09,1900,3
1652,2020-03-09,2000,2
1653,2020-03-09,2100,1
1654,2020-03-09,2200,4
1655,2020-03-09,2300,8
1656,2020-03-10,0,11
1657,2020-03-10,100,11
1658,2020-03-10,200,11
1659,2020-03-10,300,11
1660,2020-03-10,400,11
1661,2020-03-10,500,11
1662,2020-03-10,600,11
1663,2020-03-10,700,11
1664,2020-03-10,800,11
1665,2020-03-10,900,11
1666,2020-03-10,1000,11
1667,2020-03-10,1100,10
1668,2020-03-10,1200,10
1669,2020-03-10,1300,10
1670,2020-03-10,1400,10
1671,2020-03-10,1500,10
1672,2020-03-10,1600,9
1673,2020-03-10,1700,9
1674,2020-03-10,1800,8
1675,2020-03-10,1900,7
1676,2020-03-10,2000,7
1677,2020-03-10,2100,6
1678,2020-03-10,2200,6
1679,2020-03-10,2300,6
1680,2020-03-11,0,5
1681,2020-03-11,100,6
1682,2020-03-11,200,6
1683,2020-03-11,300,6
1684,2020-03-11,400,7
1685,2020-03-11,500,7
1686,2020-03-11,600,7
1687,2020-03-11,700,7
1688,2020-03-11,800,8
1689,2020-03-11,900,8
1690,2020-03-11,1000,8
1691,2020-03-11,1100,7
1692,2020-03-11,1200,7
1693,2020-03-11,1300,8
1694,2020-03-11,1400,8
1695,2020-03-11,1500,9
1696,2020-03-11,1600,8
1697,2020-03-11,1700,8
1698,2020-03-11,1800,8
1699,2020-03-11,1900,6
1700,2020-03-11,2000,5
1701,2020-03-11,2100,3
1702,2020-03-11,2200,3
1703,2020-03-11,2300,3
1704,2020-03-12,0,3
1705,2020-03-12,100,3
1706,2020-03-12,200,3
1707,2020-03-12,300,3
1708,2020-03-12,400,3
1709,2020-03-12,500,3
1710,2020-03-12,600,4
1711,2020-03-12,700,4
1712,2020-03-12,800,5
1713,2020-03-12,900,5
1714,2020-03-12,1000,6
1715,2020-03-12,1100,6
1716,2020-03-12,1200,6
1717,2020-03-12,1300,7
1718,2020-03-12,1400,7
1719,2020-03-12,1500,8
1720,2020-03-12,1600,7
1721,2020-03-12,1700,7
1722,2020-03-12,1800,7
1723,2020-03-12,1900,6
1724,2020-03-12,2000,6
1725,2020-03-12,2100,5
1726,2020-03-12,2200,5
1727,2020-03-12,2300,6
1728,2020-03-13,0,6
1729,2020-03-13,100,6
1730,2020-03-13,200,6
1731,2020-03-13,300,5
1732,2020-03-13,400,6
1733,2020-03-13,500,6
1734,2020-03-13,600,6
1735,2020-03-13,700,6
1736,2020-03-13,800,6
1737,2020-03-13,900,7
1738,2020-03-13,1000,7
1739,2020-03-13,1100,8
1740,2020-03-13,1200,9
1741,2020-03-13,1300,9
1742,2020-03-13,1400,9
1743,2020-03-13,1500,9
1744,2020-03-13,1600,8
1745,2020-03-13,1700,7
1746,2020-03-13,1800,6
1747,2020-03-13,1900,5
1748,2020-03-13,2000,4
1749,2020-03-13,2100,3
1750,2020-03-13,2200,4
1751,2020-03-13,2300,6
1752,2020-03-14,0,7
1753,2020-03-14,100,7
1754,2020-03-14,200,7
1755,2020-03-14,300,7
1756,2020-03-14,400,7
1757,2020-03-14,500,7
1758,2020-03-14,600,7
1759,2020-03-14,700,7
1760,2020-03-14,800,7
1761,2020-03-14,900,7
1762,2020-03-14,1000,8
1763,2020-03-14,1100,8
1764,2020-03-14,1200,9
1765,2020-03-14,1300,9
1766,2020-03-14,1400,9
1767,2020-03-14,1500,9
1768,2020-03-14,1600,8
1769,2020-03-14,1700,7
1770,2020-03-14,1800,6
1771,2020-03-14,1900,6
1772,2020-03-14,2000,5
1773,2020-03-14,2100,4
1774,2020-03-14,2200,6
1775,2020-03-14,2300,7
1776,2020-03-15,0,8
1777,2020-03-15,100,8
1778,2020-03-15,200,7
1779,2020-03-15,300,7
1780,2020-03-15,400,7
1781,2020-03-15,500,6
1782,2020-03-15,600,6
1783,2020-03-15,700,6
1784,2020-03-15,800,6
1785,2020-03-15,900,6
1786,2020-03-15,1000,7
1787,2020-03-15,1100,8
1788,2020-03-15,1200,8
1789,2020-03-15,1300,8
1790,2020-03-15,1400,8
1791,2020-03-15,1500,9
1792,2020-03-15,1600,8
1793,2020-03-15,1700,8
1794,2020-03-15,1800,7
1795,2020-03-15,1900,6
1796,2020-03-15,2000,5
1797,2020-03-15,2100,4
1798,2020-03-15,2200,4
1799,2020-03-15,2300,3
1800,2020-03-16,0,3
1801,2020-03-16,100,3
1802,2020-03-16,200,3
1803,2020-03-16,300,3
1804,2020-03-16,400,3
1805,2020-03-16,500,3
1806,2020-03-16,600,3
1807,2020-03-16,700,4
1808,2020-03-16,800,5
1809,2020-03-16,900,6
1810,2020-03-16,1000,7
1811,2020-03-16,1100,8
1812,2020-03-16,1200,8
1813,2020-03-16,1300,9
1814,2020-03-16,1400,9
1815,2020-03-16,1500,9
1816,2020-03-16,1600,9
1817,2020-03-16,1700,9
1818,2020-03-16,1800,9
1819,2020-03-16,1900,9
1820,2020-03-16,2000,9
1821,2020-03-16,2100,9
1822,2020-03-16,2200,9
1823,2020-03-16,2300,9
1824,2020-03-17,0,9
1825,2020-03-17,100,9
1826,2020-03-17,200,9
1827,2020-03-17,300,8
1828,2020-03-17,400,8
1829,2020-03-17,500,8
1830,2020-03-17,600,8
1831,2020-03-17,700,8
1832,2020-03-17,800,9
1833,2020-03-17,900,9
1834,2020-03-17,1000,9
1835,2020-03-17,1100,9
1836,2020-03-17,1200,9
1837,2020-03-17,1300,10
1838,2020-03-17,1400,10
1839,2020-03-17,1500,11
1840,2020-03-17,1600,10
1841,2020-03-17,1700,9
1842,2020-03-17,1800,9
1843,2020-03-17,1900,7
1844,2020-03-17,2000,6
1845,2020-03-17,2100,5
1846,2020-03-17,2200,6
1847,2020-03-17,2300,6
1848,2020-03-18,0,7
1849,2020-03-18,100,7
1850,2020-03-18,200,7
1851,2020-03-18,300,7
1852,2020-03-18,400,6
1853,2020-03-18,500,6
1854,2020-03-18,600,6
1855,2020-03-18,700,6
1856,2020-03-18,800,6
1857,2020-03-18,900,6
1858,2020-03-18,1000,6
1859,2020-03-18,1100,6
1860,2020-03-18,1200,7
1861,2020-03-18,1300,7
1862,2020-03-18,1400,7
1863,2020-03-18,1500,7
1864,2020-03-18,1600,7
1865,2020-03-18,1700,7
1866,2020-03-18,1800,7
1867,2020-03-18,1900,6
1868,2020-03-18,2000,5
1869,2020-03-18,2100,4
1870,2020-03-18,2200,4
1871,2020-03-18,2300,4
1872,2020-03-19,0,3
1873,2020-03-19,100,3
1874,2020-03-19,200,3
1875,2020-03-19,300,3
1876,2020-03-19,400,3
1877,2020-03-19,500,3
1878,2020-03-19,600,2
1879,2020-03-19,700,3
1880,2020-03-19,800,4
1881,2020-03-19,900,5
1882,2020-03-19,1000,5
1883,2020-03-19,1100,6
1884,2020-03-19,1200,6
1885,2020-03-19,1300,7
1886,2020-03-19,1400,7
1887,2020-03-19,1500,7
1888,2020-03-19,1600,7
1889,2020-03-19,1700,7
1890,2020-03-19,1800,7
1891,2020-03-19,1900,6
1892,2020-03-19,2000,6
1893,2020-03-19,2100,6
1894,2020-03-19,2200,5
1895,2020-03-19,2300,5
1896,2020-03-20,0,4
1897,2020-03-20,100,4
1898,2020-03-20,200,3
1899,2020-03-20,300,3
1900,2020-03-20,400,3
1901,2020-03-20,500,3
1902,2020-03-20,600,3
1903,2020-03-20,700,4
1904,2020-03-20,800,5
1905,2020-03-20,900,6
1906,2020-03-20,1000,6
1907,2020-03-20,1100,7
1908,2020-03-20,1200,7
1909,2020-03-20,1300,7
1910,2020-03-20,1400,7
1911,2020-03-20,1500,7
1912,2020-03-20,1600,7
1913,2020-03-20,1700,7
1914,2020-03-20,1800,7
1915,2020-03-20,1900,7
1916,2020-03-20,2000,7
1917,2020-03-20,2100,6
1918,2020-03-20,2200,6
1919,2020-03-20,2300,6
1920,2020-03-21,0,5
1921,2020-03-21,100,5
1922,2020-03-21,200,4
1923,2020-03-21,300,4
1924,2020-03-21,400,4
1925,2020-03-21,500,4
1926,2020-03-21,600,4
1927,2020-03-21,700,5
1928,2020-03-21,800,5
1929,2020-03-21,900,6
1930,2020-03-21,1000,6
1931,2020-03-21,1100,7
1932,2020-03-21,1200,7
1933,2020-03-21,1300,7
1934,2020-03-21,1400,8
1935,2020-03-21,1500,8
1936,2020-03-21,1600,8
1937,2020-03-21,1700,8
1938,2020-03-21,1800,8
1939,2020-03-21,1900,7
1940,2020-03-21,2000,7
1941,2020-03-21,2100,6
1942,2020-03-21,2200,6
1943,2020-03-21,2300,5
1944,2020-03-22,0,5
1945,2020-03-22,100,4
1946,2020-03-22,200,4
1947,2020-03-22,300,3
1948,2020-03-22,400,3
1949,2020-03-22,500,3
1950,2020-03-22,600,3
1951,2020-03-22,700,4
1952,2020-03-22,800,5
1953,2020-03-22,900,6
1954,2020-03-22,1000,6
1955,2020-03-22,1100,7
1956,2020-03-22,1200,7
1957,2020-03-22,1300,7
1958,2020-03-22,1400,7
1959,2020-03-22,1500,7
1960,2020-03-22,1600,7
1961,2020-03-22,1700,7
1962,2020-03-22,1800,6
1963,2020-03-22,1900,6
1964,2020-03-22,2000,5
1965,2020-03-22,2100,4
1966,2020-03-22,2200,4
1967,2020-03-22,2300,5
1968,2020-03-23,0,5
1969,2020-03-23,100,5
1970,2020-03-23,200,5
1971,2020-03-23,300,5
1972,2020-03-23,400,5
1973,2020-03-23,500,5
1974,2020-03-23,600,5
1975,2020-03-23,700,6
1976,2020-03-23,800,6
1977,2020-03-23,900,7
1978,2020-03-23,1000,8
1979,2020-03-23,1100,9
1980,2020-03-23,1200,9
1981,2020-03-23,1300,10
1982,2020-03-23,1400,10
1983,2020-03-23,1500,10
1984,2020-03-23,1600,9
