,CountyName,Date,ConfirmedCovidCases
923,Longford,04/04/20,21
924,Louth,04/04/20,65
925,Mayo,04/04/20,107
926,Meath,04/04/20,141
927,Monaghan,04/04/20,52
928,Offaly,04/04/20,66
929,Roscommon,04/04/20,18
930,Sligo,04/04/20,28
931,Tipperary,04/04/20,125
932,Waterford,04/04/20,49
933,Westmeath,04/04/20,107
934,Wexford,04/04/20,21
935,Wicklow,04/04/20,142
936,Carlow,05/04/20,12
937,Cavan,05/04/20,123
938,Clare,05/04/20,65
939,Cork,05/04/20,421
940,Donegal,05/04/20,114
941,Dublin,05/04/20,3061
942,Galway,05/04/20,128
943,Kerry,05/04/20,117
944,Kildare,05/04/20,200
945,Kilkenny,05/04/20,79
946,Laois,05/04/20,31
947,Leitrim,05/04/20,18
948,Limerick,05/04/20,143
949,Longford,05/04/20,25
950,Louth,05/04/20,85
951,Mayo,05/04/20,126
952,Meath,05/04/20,168
953,Monaghan,05/04/20,58
954,Offaly,05/04/20,73
955,Roscommon,05/04/20,22
956,Sligo,05/04/20,28
957,Tipperary,05/04/20,133
958,Waterford,05/04/20,49
959,Westmeath,05/04/20,121
960,Wexford,05/04/20,22
961,Wicklow,05/04/20,171
962,Carlow,06/04/20,15
963,Cavan,06/04/20,129
964,Clare,06/04/20,66
965,Cork,06/04/20,431
966,Donegal,06/04/20,120
967,Dublin,06/04/20,3268
968,Galway,06/04/20,134
969,Kerry,06/04/20,122
970,Kildare,06/04/20,233
971,Kilkenny,06/04/20,88
972,Laois,06/04/20,34
973,Leitrim,06/04/20,20
974,Limerick,06/04/20,160
975,Longford,06/04/20,35
976,Louth,06/04/20,96
977,Mayo,06/04/20,130
978,Meath,06/04/20,183
979,Monaghan,06/04/20,62
980,Offaly,06/04/20,77
981,Roscommon,06/04/20,22
982,Sligo,06/04/20,28
983,Tipperary,06/04/20,137
984,Waterford,06/04/20,52
985,Westmeath,06/04/20,134
986,Wexford,06/04/20,24
987,Wicklow,06/04/20,181
988,Carlow,07/04/20,16
989,Cavan,07/04/20,132
990,Clare,07/04/20,68
991,Cork,07/04/20,472
992,Donegal,07/04/20,125
993,Dublin,07/04/20,3557
994,Galway,07/04/20,134
995,Kerry,07/04/20,125
996,Kildare,07/04/20,253
997,Kilkenny,07/04/20,90
998,Laois,07/04/20,37
999,Leitrim,07/04/20,23
1000,Limerick,07/04/20,173
1001,Longford,07/04/20,36
1002,Louth,07/04/20,106
1003,Mayo,07/04/20,134
1004,Meath,07/04/20,198
1005,Monaghan,07/04/20,63
1006,Offaly,07/04/20,81
1007,Roscommon,07/04/20,22
1008,Sligo,07/04/20,28
1009,Tipperary,07/04/20,140
1010,Waterford,07/04/20,56
1011,Westmeath,07/04/20,142
1012,Wexford,07/04/20,26
1013,Wicklow,07/04/20,207
1014,Carlow,08/04/20,19
1015,Cavan,08/04/20,151
1016,Clare,08/04/20,69
1017,Cork,08/04/20,503
1018,Donegal,08/04/20,145
1019,Dublin,08/04/20,3873
1020,Galway,08/04/20,160
1021,Kerry,08/04/20,145
1022,Kildare,08/04/20,290
1023,Kilkenny,08/04/20,96
1024,Laois,08/04/20,49
1025,Leitrim,08/04/20,25
1026,Limerick,08/04/20,186
1027,Longford,08/04/20,41
1028,Louth,08/04/20,116
1029,Mayo,08/04/20,153
1030,Meath,08/04/20,206
1031,Monaghan,08/04/20,69
1032,Offaly,08/04/20,88
1033,Roscommon,08/04/20,26
1034,Sligo,08/04/20,31
1035,Tipperary,08/04/20,151
1036,Waterford,08/04/20,60
1037,Westmeath,08/04/20,152
1038,Wexford,08/04/20,30
1039,Wicklow,08/04/20,237
1040,Carlow,09/04/20,22
1041,Cavan,09/04/20,169
1042,Clare,09/04/20,85
1043,Cork,09/04/20,581
1044,Donegal,09/04/20,167
1045,Dublin,09/04/20,4156
1046,Galway,09/04/20,169
1047,Kerry,09/04/20,155
1048,Kildare,09/04/20,332
1049,Kilkenny,09/04/20,115
1050,Laois,09/04/20,61
1051,Leitrim,09/04/20,31
1052,Limerick,09/04/20,222
1053,Longford,09/04/20,45
1054,Louth,09/04/20,133
1055,Mayo,09/04/20,168
1056,Meath,09/04/20,230
1057,Monaghan,09/04/20,81
1058,Offaly,09/04/20,104
1059,Roscommon,09/04/20,27
1060,Sligo,09/04/20,39
1061,Tipperary,09/04/20,166
1062,Waterford,09/04/20,63
1063,Westmeath,09/04/20,181
1064,Wexford,09/04/20,39
1065,Wicklow,09/04/20,246
1066,Carlow,10/04/20,32
1067,Cavan,10/04/20,210
1068,Clare,10/04/20,88
1069,Cork,10/04/20,648
1070,Donegal,10/04/20,188
1071,Dublin,10/04/20,4514
1072,Galway,10/04/20,178
1073,Kerry,10/04/20,170
1074,Kildare,10/04/20,360
1075,Kilkenny,10/04/20,124
1076,Laois,10/04/20,71
1077,Leitrim,10/04/20,32
1078,Limerick,10/04/20,234
1079,Longford,10/04/20,49
1080,Louth,10/04/20,143
1081,Mayo,10/04/20,183
1082,Meath,10/04/20,249
1083,Monaghan,10/04/20,88
1084,Offaly,10/04/20,119
1085,Roscommon,10/04/20,31
1086,Sligo,10/04/20,45
1087,Tipperary,10/04/20,175
1088,Waterford,10/04/20,67
1089,Westmeath,10/04/20,192
1090,Wexford,10/04/20,43
1091,Wicklow,10/04/20,263
1092,Carlow,11/04/20,38
1093,Cavan,11/04/20,222
1094,Clare,11/04/20,98
1095,Cork,11/04/20,730
1096,Donegal,11/04/20,225
1097,Dublin,11/04/20,5006
1098,Galway,11/04/20,197
1099,Kerry,11/04/20,200
1100,Kildare,11/04/20,404
1101,Kilkenny,11/04/20,136
1102,Laois,11/04/20,88
1103,Leitrim,11/04/20,32
1104,Limerick,11/04/20,252
1105,Longford,11/04/20,56
1106,Louth,11/04/20,195
1107,Mayo,11/04/20,194
1108,Meath,11/04/20,289
1109,Monaghan,11/04/20,95
1110,Offaly,11/04/20,133
1111,Roscommon,11/04/20,39
1112,Sligo,11/04/20,45
1113,Tipperary,11/04/20,200
1114,Waterford,11/04/20,73
1115,Westmeath,11/04/20,213
1116,Wexford,11/04/20,52
1117,Wicklow,11/04/20,272
1118,Carlow,12/04/20,44
1119,Cavan,12/04/20,245
1120,Clare,12/04/20,106
1121,Cork,12/04/20,780
1122,Donegal,12/04/20,264
1123,Dublin,12/04/20,5438
1124,Galway,12/04/20,220
1125,Kerry,12/04/20,219
1126,Kildare,12/04/20,443
1127,Kilkenny,12/04/20,144
1128,Laois,12/04/20,101
1129,Leitrim,12/04/20,36
1130,Limerick,12/04/20,265
1131,Longford,12/04/20,58
1132,Louth,12/04/20,208
1133,Mayo,12/04/20,198
1134,Meath,12/04/20,342
1135,Monaghan,12/04/20,123
1136,Offaly,12/04/20,144
1137,Roscommon,12/04/20,48
1138,Sligo,12/04/20,52
1139,Tipperary,12/04/20,219
1140,Waterford,12/04/20,81
1141,Westmeath,12/04/20,234
1142,Wexford,12/04/20,56
1143,Wicklow,12/04/20,317
1144,Carlow,13/04/20,53
1145,Cavan,13/04/20,254
1146,Clare,13/04/20,113
1147,Cork,13/04/20,829
1148,Donegal,13/04/20,296
1149,Dublin,13/04/20,5850
1150,Galway,13/04/20,237
1151,Kerry,13/04/20,226
1152,Kildare,13/04/20,509
1153,Kilkenny,13/04/20,164
1154,Laois,13/04/20,118
1155,Leitrim,13/04/20,40
1156,Limerick,13/04/20,285
1157,Longford,13/04/20,69
1158,Louth,13/04/20,236
1159,Mayo,13/04/20,216
1160,Meath,13/04/20,369
1161,Monaghan,13/04/20,147
1162,Offaly,13/04/20,150
1163,Roscommon,13/04/20,50
1164,Sligo,13/04/20,62
1165,Tipperary,13/04/20,237
1166,Waterford,13/04/20,90
1167,Westmeath,13/04/20,258
1168,Wexford,13/04/20,61
1169,Wicklow,13/04/20,342
1170,Carlow,14/04/20,59
1171,Cavan,14/04/20,310
1172,Clare,14/04/20,119
1173,Cork,14/04/20,916
1174,Donegal,14/04/20,320
1175,Dublin,14/04/20,6337
1176,Galway,14/04/20,260
1177,Kerry,14/04/20,246
1178,Kildare,14/04/20,567
1179,Kilkenny,14/04/20,173
1180,Laois,14/04/20,133
1181,Leitrim,14/04/20,43
1182,Limerick,14/04/20,307
1183,Longford,14/04/20,77
1184,Louth,14/04/20,350
1185,Mayo,14/04/20,249
1186,Meath,14/04/20,405
1187,Monaghan,14/04/20,161
1188,Offaly,14/04/20,163
1189,Roscommon,14/04/20,57
1190,Sligo,14/04/20,66
1191,Tipperary,14/04/20,251
1192,Waterford,14/04/20,101
1193,Westmeath,14/04/20,309
1194,Wexford,14/04/20,71
1195,Wicklow,14/04/20,375
1196,Carlow,15/04/20,59
1197,Cavan,15/04/20,345
1198,Clare,15/04/20,136
1199,Cork,15/04/20,945
1200,Donegal,15/04/20,352
1201,Dublin,15/04/20,6567
1202,Galway,15/04/20,266
1203,Kerry,15/04/20,254
1204,Kildare,15/04/20,621
1205,Kilkenny,15/04/20,179
1206,Laois,15/04/20,139
1207,Leitrim,15/04/20,46
1208,Limerick,15/04/20,343
1209,Longford,15/04/20,79
1210,Louth,15/04/20,384
1211,Mayo,15/04/20,259
1212,Meath,15/04/20,421
1213,Monaghan,15/04/20,166
1214,Offaly,15/04/20,171
1215,Roscommon,15/04/20,61
1216,Sligo,15/04/20,69
1217,Tipperary,15/04/20,270
1218,Waterford,15/04/20,102
1219,Westmeath,15/04/20,318
1220,Wexford,15/04/20,76
1221,Wicklow,15/04/20,384
1222,Carlow,16/04/20,69
1223,Cavan,16/04/20,353
1224,Clare,16/04/20,151
1225,Cork,16/04/20,979
1226,Donegal,16/04/20,369
1227,Dublin,16/04/20,6934
1228,Galway,16/04/20,273
1229,Kerry,16/04/20,256
1230,Kildare,16/04/20,684
1231,Kilkenny,16/04/20,188
1232,Laois,16/04/20,147
1233,Leitrim,16/04/20,46
1234,Limerick,16/04/20,382
1235,Longford,16/04/20,83
1236,Louth,16/04/20,406
1237,Mayo,16/04/20,273
1238,Meath,16/04/20,461
1239,Monaghan,16/04/20,170
1240,Offaly,16/04/20,177
1241,Roscommon,16/04/20,74
1242,Sligo,16/04/20,70
1243,Tipperary,16/04/20,283
1244,Waterford,16/04/20,110
1245,Westmeath,16/04/20,332
1246,Wexford,16/04/20,85
1247,Wicklow,16/04/20,391
1248,Carlow,17/04/20,71
1249,Cavan,17/04/20,386
1250,Clare,17/04/20,153
1251,Cork,17/04/20,1028
1252,Donegal,17/04/20,376
1253,Dublin,17/04/20,7379
1254,Galway,17/04/20,283
1255,Kerry,17/04/20,262
1256,Kildare,17/04/20,763
1257,Kilkenny,17/04/20,197
1258,Laois,17/04/20,168
1259,Leitrim,17/04/20,47
1260,Limerick,17/04/20,384
1261,Longford,17/04/20,88
1262,Louth,17/04/20,405
1263,Mayo,17/04/20,312
1264,Meath,17/04/20,500
1265,Monaghan,17/04/20,174
1266,Offaly,17/04/20,187
1267,Roscommon,17/04/20,76
1268,Sligo,17/04/20,76
1269,Tipperary,17/04/20,292
1270,Waterford,17/04/20,112
1271,Westmeath,17/04/20,358
1272,Wexford,17/04/20,98
1273,Wicklow,17/04/20,437
1274,Carlow,18/04/20,78
1275,Cavan,18/04/20,401
1276,Clare,18/04/20,160
1277,Cork,18/04/20,1047
1278,Donegal,18/04/20,383
1279,Dublin,18/04/20,7666
1280,Galway,18/04/20,294
1281,Kerry,18/04/20,268
1282,Kildare,18/04/20,817
1283,Kilkenny,18/04/20,206
1284,Laois,18/04/20,170
1285,Leitrim,18/04/20,49
1286,Limerick,18/04/20,401
1287,Longford,18/04/20,91
1288,Louth,18/04/20,437
1289,Mayo,18/04/20,332
1290,Meath,18/04/20,513
1291,Monaghan,18/04/20,187
1292,Offaly,18/04/20,190
1293,Roscommon,18/04/20,91
1294,Sligo,18/04/20,78
1295,Tipperary,18/04/20,300
1296,Waterford,18/04/20,113
1297,Westmeath,18/04/20,369
1298,Wexford,18/04/20,100
1299,Wicklow,18/04/20,444
1300,Carlow,19/04/20,79
1301,Cavan,19/04/20,403
1302,Clare,19/04/20,164
1303,Cork,19/04/20,1053
1304,Donegal,19/04/20,392
1305,Dublin,19/04/20,7781
1306,Galway,19/04/20,294
1307,Kerry,19/04/20,268
1308,Kildare,19/04/20,822
1309,Kilkenny,19/04/20,210
1310,Laois,19/04/20,177
1311,Leitrim,19/04/20,54
1312,Limerick,19/04/20,409
1313,Longford,19/04/20,94
1314,Louth,19/04/20,469
1315,Mayo,19/04/20,335
1316,Meath,19/04/20,522
1317,Monaghan,19/04/20,199
1318,Offaly,19/04/20,195
1319,Roscommon,19/04/20,91
1320,Sligo,19/04/20,93
1321,Tipperary,19/04/20,306
1322,Waterford,19/04/20,117
1323,Westmeath,19/04/20,377
1324,Wexford,19/04/20,114
1325,Wicklow,19/04/20,446
1326,Carlow,20/04/20,80
1327,Cavan,20/04/20,430
1328,Clare,20/04/20,165
1329,Cork,20/04/20,1077
1330,Donegal,20/04/20,416
1331,Dublin,20/04/20,7905
1332,Galway,20/04/20,309
1333,Kerry,20/04/20,268
1334,Kildare,20/04/20,851
1335,Kilkenny,20/04/20,216
1336,Laois,20/04/20,185
1337,Leitrim,20/04/20,55
1338,Limerick,20/04/20,415
1339,Longford,20/04/20,101
1340,Louth,20/04/20,489
1341,Mayo,20/04/20,339
1342,Meath,20/04/20,539
1343,Monaghan,20/04/20,220
1344,Offaly,20/04/20,198
1345,Roscommon,20/04/20,91
1346,Sligo,20/04/20,97
1347,Tipperary,20/04/20,320
1348,Waterford,20/04/20,119
1349,Westmeath,20/04/20,386
1350,Wexford,20/04/20,137
1351,Wicklow,20/04/20,463
1352,Carlow,21/04/20,84
1353,Cavan,21/04/20,466
1354,Clare,21/04/20,187
1355,Cork,21/04/20,1087
1356,Donegal,21/04/20,431
1357,Dublin,21/04/20,8216
1358,Galway,21/04/20,315
1359,Kerry,21/04/20,271
1360,Kildare,21/04/20,875
1361,Kilkenny,21/04/20,222
1362,Laois,21/04/20,192
1363,Leitrim,21/04/20,56
1364,Limerick,21/04/20,420
1365,Longford,21/04/20,102
1366,Louth,21/04/20,506
1367,Mayo,21/04/20,365
1368,Meath,21/04/20,550
1369,Monaghan,21/04/20,249
1370,Offaly,21/04/20,205
1371,Roscommon,21/04/20,92
1372,Sligo,21/04/20,98
1373,Tipperary,21/04/20,327
1374,Waterford,21/04/20,122
1375,Westmeath,21/04/20,395
1376,Wexford,21/04/20,137
1377,Wicklow,21/04/20,469
1378,Carlow,22/04/20,86
1379,Cavan,22/04/20,506
1380,Clare,22/04/20,206
1381,Cork,22/04/20,1096
1382,Donegal,22/04/20,440
1383,Dublin,22/04/20,8729
1384,Galway,22/04/20,331
1385,Kerry,22/04/20,271
1386,Kildare,22/04/20,954
1387,Kilkenny,22/04/20,227
1388,Laois,22/04/20,202
1389,Leitrim,22/04/20,62
1390,Limerick,22/04/20,439
1391,Longford,22/04/20,102
1392,Louth,22/04/20,536
1393,Mayo,22/04/20,391
1394,Meath,22/04/20,568
1395,Monaghan,22/04/20,318
1396,Offaly,22/04/20,217
1397,Roscommon,22/04/20,111
1398,Sligo,22/04/20,105
1399,Tipperary,22/04/20,343
1400,Waterford,22/04/20,122
1401,Westmeath,22/04/20,409
1402,Wexford,22/04/20,143
1403,Wicklow,22/04/20,506
1404,Carlow,23/04/20,88
1405,Cavan,23/04/20,536
1406,Clare,23/04/20,207
1407,Cork,23/04/20,1103
1408,Donegal,23/04/20,437
1409,Dublin,23/04/20,9010
1410,Galway,23/04/20,332
1411,Kerry,23/04/20,276
1412,Kildare,23/04/20,1003
1413,Kilkenny,23/04/20,229
1414,Laois,23/04/20,204
1415,Leitrim,23/04/20,62
1416,Limerick,23/04/20,441
1417,Longford,23/04/20,113
1418,Louth,23/04/20,590
1419,Mayo,23/04/20,395
1420,Meath,23/04/20,578
1421,Monaghan,23/04/20,327
1422,Offaly,23/04/20,222
1423,Roscommon,23/04/20,114
1424,Sligo,23/04/20,104
1425,Tipperary,23/04/20,345
1426,Waterford,23/04/20,129
1427,Westmeath,23/04/20,421
1428,Wexford,23/04/20,151
1429,Wicklow,23/04/20,558
1430,Carlow,24/04/20,91
1431,Cavan,24/04/20,574
1432,Clare,24/04/20,209
1433,Cork,24/04/20,1110
1434,Donegal,24/04/20,446
1435,Dublin,24/04/20,9224
1436,Galway,24/04/20,332
1437,Kerry,24/04/20,277
1438,Kildare,24/04/20,1028
1439,Kilkenny,24/04/20,230
1440,Laois,24/04/20,205
1441,Leitrim,24/04/20,64
1442,Limerick,24/04/20,442
1443,Longford,24/04/20,124
1444,Louth,24/04/20,597
1445,Mayo,24/04/20,435
1446,Meath,24/04/20,613
1447,Monaghan,24/04/20,350
1448,Offaly,24/04/20,225
1449,Roscommon,24/04/20,116
1450,Sligo,24/04/20,104
1451,Tipperary,24/04/20,346
1452,Waterford,24/04/20,135
1453,Westmeath,24/04/20,437
1454,Wexford,24/04/20,156
1455,Wicklow,24/04/20,561
1456,Carlow,25/04/20,92
1457,Cavan,25/04/20,609
1458,Clare,25/04/20,212
1459,Cork,25/04/20,1125
1460,Donegal,25/04/20,452
1461,Dublin,25/04/20,9532
1462,Galway,25/04/20,335
1463,Kerry,25/04/20,288
1464,Kildare,25/04/20,1127
1465,Kilkenny,25/04/20,233
1466,Laois,25/04/20,205
1467,Leitrim,25/04/20,66
1468,Limerick,25/04/20,457
1469,Longford,25/04/20,129
1470,Louth,25/04/20,627
1471,Mayo,25/04/20,464
1472,Meath,25/04/20,626
1473,Monaghan,25/04/20,373
1474,Offaly,25/04/20,228
1475,Roscommon,25/04/20,135
1476,Sligo,25/04/20,114
1477,Tipperary,25/04/20,364
1478,Waterford,25/04/20,137
1479,Westmeath,25/04/20,446
1480,Wexford,25/04/20,162
1481,Wicklow,25/04/20,557
1482,Carlow,26/04/20,93
1483,Cavan,26/04/20,627
1484,Clare,26/04/20,229
1485,Cork,26/04/20,1126
1486,Donegal,26/04/20,453
1487,Dublin,26/04/20,9624
1488,Galway,26/04/20,332
1489,Kerry,26/04/20,288
1490,Kildare,26/04/20,1147
1491,Kilkenny,26/04/20,233
1492,Laois,26/04/20,212
1493,Leitrim,26/04/20,67
1494,Limerick,26/04/20,518
1495,Longford,26/04/20,135
1496,Louth,26/04/20,640
1497,Mayo,26/04/20,466
1498,Meath,26/04/20,638
1499,Monaghan,26/04/20,385
1500,Offaly,26/04/20,236
1501,Roscommon,26/04/20,141
1502,Sligo,26/04/20,117
1503,Tipperary,26/04/20,370
1504,Waterford,26/04/20,138
1505,Westmeath,26/04/20,448
1506,Wexford,26/04/20,162
1507,Wicklow,26/04/20,558
1508,Carlow,27/04/20,95
1509,Cavan,27/04/20,634
1510,Clare,27/04/20,232
1511,Cork,27/04/20,1136
1512,Donegal,27/04/20,454
1513,Dublin,27/04/20,9751
1514,Galway,27/04/20,351
1515,Kerry,27/04/20,292
1516,Kildare,27/04/20,1162
1517,Kilkenny,27/04/20,236
1518,Laois,27/04/20,216
1519,Leitrim,27/04/20,67
1520,Limerick,27/04/20,532
1521,Longford,27/04/20,145
1522,Louth,27/04/20,652
1523,Mayo,27/04/20,478
1524,Meath,27/04/20,661
1525,Monaghan,27/04/20,388
1526,Offaly,27/04/20,264
1527,Roscommon,27/04/20,148
1528,Sligo,27/04/20,116
1529,Tipperary,27/04/20,389
1530,Waterford,27/04/20,137
1531,Westmeath,27/04/20,461
1532,Wexford,27/04/20,162
1533,Wicklow,27/04/20,564
1534,Carlow,28/04/20,95
1535,Cavan,28/04/20,634
1536,Clare,28/04/20,232
1537,Cork,28/04/20,1146
1538,Donegal,28/04/20,456
1539,Dublin,28/04/20,9967
1540,Galway,28/04/20,355
1541,Kerry,28/04/20,292
1542,Kildare,28/04/20,1193
1543,Kilkenny,28/04/20,242
1544,Laois,28/04/20,218
1545,Leitrim,28/04/20,68
1546,Limerick,28/04/20,535
1547,Longford,28/04/20,146
1548,Louth,28/04/20,655
1549,Mayo,28/04/20,483
1550,Meath,28/04/20,671
1551,Monaghan,28/04/20,393
1552,Offaly,28/04/20,282
1553,Roscommon,28/04/20,150
1554,Sligo,28/04/20,116
1555,Tipperary,28/04/20,415
1556,Waterford,28/04/20,137
1557,Westmeath,28/04/20,474
1558,Wexford,28/04/20,167
1559,Wicklow,28/04/20,589
1560,Carlow,29/04/20,100
1561,Cavan,29/04/20,644
1562,Clare,29/04/20,236
1563,Cork,29/04/20,1154
1564,Donegal,29/04/20,458
1565,Dublin,29/04/20,10170
1566,Galway,29/04/20,355
1567,Kerry,29/04/20,293
1568,Kildare,29/04/20,1215
1569,Kilkenny,29/04/20,250
1570,Laois,29/04/20,224
1571,Leitrim,29/04/20,68
1572,Limerick,29/04/20,548
1573,Longford,29/04/20,149
1574,Louth,29/04/20,659
1575,Mayo,29/04/20,485
1576,Meath,29/04/20,681
1577,Monaghan,29/04/20,399
1578,Offaly,29/04/20,284
1579,Roscommon,29/04/20,151
1580,Sligo,29/04/20,116
1581,Tipperary,29/04/20,468
1582,Waterford,29/04/20,138
1583,Westmeath,29/04/20,487
1584,Wexford,29/04/20,179
1585,Wicklow,29/04/20,599
1586,Carlow,30/04/20,100
1587,Cavan,30/04/20,656
1588,Clare,30/04/20,237
1589,Cork,30/04/20,1156
1590,Donegal,30/04/20,459
1591,Dublin,30/04/20,10277
1592,Galway,30/04/20,357
1593,Kerry,30/04/20,294
1594,Kildare,30/04/20,1226
1595,Kilkenny,30/04/20,254
1596,Laois,30/04/20,230
1597,Leitrim,30/04/20,68
1598,Limerick,30/04/20,564
1599,Longford,30/04/20,150
1600,Louth,30/04/20,667
1601,Mayo,30/04/20,488
1602,Meath,30/04/20,687
1603,Monaghan,30/04/20,403
1604,Offaly,30/04/20,293
1605,Roscommon,30/04/20,160
1606,Sligo,30/04/20,118
1607,Tipperary,30/04/20,473
1608,Waterford,30/04/20,138
1609,Westmeath,30/04/20,500
1610,Wexford,30/04/20,183
1611,Wicklow,30/04/20,604
1612,Carlow,01/05/20,126
1613,Cavan,01/05/20,673
1614,Clare,01/05/20,240
1615,Cork,01/05/20,1164
1616,Donegal,01/05/20,461
1617,Dublin,01/05/20,10406
1618,Galway,01/05/20,365
1619,Kerry,01/05/20,295
1620,Kildare,01/05/20,1242
1621,Kilkenny,01/05/20,258
1622,Laois,01/05/20,234
1623,Leitrim,01/05/20,67
1624,Limerick,01/05/20,580
1625,Longford,01/05/20,153
1626,Louth,01/05/20,673
1627,Mayo,01/05/20,494
1628,Meath,01/05/20,699
1629,Monaghan,01/05/20,409
1630,Offaly,01/05/20,305
1631,Roscommon,01/05/20,174
1632,Sligo,01/05/20,117
1633,Tipperary,01/05/20,478
1634,Waterford,01/05/20,139
1635,Westmeath,01/05/20,509
1636,Wexford,01/05/20,185
1637,Wicklow,01/05/20,618
1638,Carlow,02/05/20,127
1639,Cavan,02/05/20,682
1640,Clare,02/05/20,245
1641,Cork,02/05/20,1175
1642,Donegal,02/05/20,465
1643,Dublin,02/05/20,10561
1644,Galway,02/05/20,365
1645,Kerry,02/05/20,298
1646,Kildare,02/05/20,1268
1647,Kilkenny,02/05/20,259
1648,Laois,02/05/20,237
1649,Leitrim,02/05/20,70
1650,Limerick,02/05/20,583
1651,Longford,02/05/20,213
1652,Louth,02/05/20,679
1653,Mayo,02/05/20,501
1654,Meath,02/05/20,713
1655,Monaghan,02/05/20,423
1656,Offaly,02/05/20,314
1657,Roscommon,02/05/20,174
1658,Sligo,02/05/20,119
1659,Tipperary,02/05/20,479
1660,Waterford,02/05/20,140
1661,Westmeath,02/05/20,540
1662,Wexford,02/05/20,185
1663,Wicklow,02/05/20,622
1664,Carlow,03/05/20,127
1665,Cavan,03/05/20,694
1666,Clare,03/05/20,249
1667,Cork,03/05/20,1177
1668,Donegal,03/05/20,466
1669,Dublin,03/05/20,10670
1670,Galway,03/05/20,369
1671,Kerry,03/05/20,301
1672,Kildare,03/05/20,1280
1673,Kilkenny,03/05/20,258
1674,Laois,03/05/20,238
1675,Leitrim,03/05/20,70
1676,Limerick,03/05/20,585
1677,Longford,03/05/20,235
1678,Louth,03/05/20,685
1679,Mayo,03/05/20,510
1680,Meath,03/05/20,717
1681,Monaghan,03/05/20,429
1682,Offaly,03/05/20,317
1683,Roscommon,03/05/20,181
1684,Sligo,03/05/20,120
1685,Tipperary,03/05/20,486
1686,Waterford,03/05/20,139
1687,Westmeath,03/05/20,547
1688,Wexford,03/05/20,184
1689,Wicklow,03/05/20,625
1690,Carlow,04/05/20,132
1691,Cavan,04/05/20,709
1692,Clare,04/05/20,254
1693,Cork,04/05/20,1192
1694,Donegal,04/05/20,467
1695,Dublin,04/05/20,10734
1696,Galway,04/05/20,375
1697,Kerry,04/05/20,302
1698,Kildare,04/05/20,1289
1699,Kilkenny,04/05/20,259
1700,Laois,04/05/20,240
1701,Leitrim,04/05/20,70
1702,Limerick,04/05/20,591
1703,Longford,04/05/20,257
1704,Louth,04/05/20,693
1705,Mayo,04/05/20,512
1706,Meath,04/05/20,722
1707,Monaghan,04/05/20,432
1708,Offaly,04/05/20,339
1709,Roscommon,04/05/20,212
1710,Sligo,04/05/20,121
1711,Tipperary,04/05/20,501
1712,Waterford,04/05/20,139
1713,Westmeath,04/05/20,554
1714,Wexford,04/05/20,184
1715,Wicklow,04/05/20,628
1716,Carlow,05/05/20,132
1717,Cavan,05/05/20,710
1718,Clare,05/05/20,281
1719,Cork,05/05/20,1197
1720,Donegal,05/05/20,469
1721,Dublin,05/05/20,10840
1722,Galway,05/05/20,380
1723,Kerry,05/05/20,302
1724,Kildare,05/05/20,1302
1725,Kilkenny,05/05/20,265
1726,Laois,05/05/20,243
1727,Leitrim,05/05/20,70
1728,Limerick,05/05/20,574
1729,Longford,05/05/20,259
1730,Louth,05/05/20,699
1731,Mayo,05/05/20,514
1732,Meath,05/05/20,723
1733,Monaghan,05/05/20,441
1734,Offaly,05/05/20,346
1735,Roscommon,05/05/20,221
1736,Sligo,05/05/20,122
1737,Tipperary,05/05/20,506
1738,Waterford,05/05/20,140
1739,Westmeath,05/05/20,627
1740,Wexford,05/05/20,190
1741,Wicklow,05/05/20,633
1742,Carlow,06/05/20,133
1743,Cavan,06/05/20,730
1744,Clare,06/05/20,299
1745,Cork,06/05/20,1199
1746,Donegal,06/05/20,469
1747,Dublin,06/05/20,10885
1748,Galway,06/05/20,381
1749,Kerry,06/05/20,303
1750,Kildare,06/05/20,1312
1751,Kilkenny,06/05/20,265
1752,Laois,06/05/20,242
1753,Leitrim,06/05/20,66
1754,Limerick,06/05/20,566
1755,Longford,06/05/20,260
1756,Louth,06/05/20,703
1757,Mayo,06/05/20,518
1758,Meath,06/05/20,727
1759,Monaghan,06/05/20,443
1760,Offaly,06/05/20,345
1761,Roscommon,06/05/20,228
1762,Sligo,06/05/20,116
1763,Tipperary,06/05/20,512
1764,Waterford,06/05/20,140
1765,Westmeath,06/05/20,633
1766,Wexford,06/05/20,190
1767,Wicklow,06/05/20,636
1768,Carlow,07/05/20,136
1769,Cavan,07/05/20,748
1770,Clare,07/05/20,303
1771,Cork,07/05/20,1205
1772,Donegal,07/05/20,469
1773,Dublin,07/05/20,10948
1774,Galway,07/05/20,382
1775,Kerry,07/05/20,303
1776,Kildare,07/05/20,1317
1777,Kilkenny,07/05/20,271
1778,Laois,07/05/20,247
1779,Leitrim,07/05/20,66
1780,Limerick,07/05/20,570
1781,Longford,07/05/20,264
1782,Louth,07/05/20,715
1783,Mayo,07/05/20,522
1784,Meath,07/05/20,754
1785,Monaghan,07/05/20,447
1786,Offaly,07/05/20,349
1787,Roscommon,07/05/20,234
1788,Sligo,07/05/20,116
1789,Tipperary,07/05/20,515
1790,Waterford,07/05/20,143
1791,Westmeath,07/05/20,640
1792,Wexford,07/05/20,194
1793,Wicklow,07/05/20,637
1794,Carlow,08/05/20,139
